,source,label,key,term,IRI,Status,ERROR,,,,,,,,,,,
Sykes,,metatarsal Breadth of medial condyle metapodial,metatarsal BFdm,,,,,,,,,,,,,,,
Sykes,,radius Greatest breadth of facies articularis proximalis,radius BFp,radius proximal articular breadth,FOVT:0001127,in FOVT,,,,,,,,,,,,
Sykes,,metacarpal Greatest breadth of facies articularis proximalis,metacarpal BFp,,,,,,,,,,,,,,,
Sykes,,metatarsal Greatest breadth of facies articularis proximalis,metatarsal BFp,,,,,,,,,,,,,,,
Sykes,,ulna Greatest breadth of facies articularis proximalis,ulna BFp,ulna proximal articular breadth,FOVT:0001072,in FOVT,,,,,,,,,,,,
Sykes,,scapula Breadth of glenoid cavity,scapula BG,,,,,,,,,,,,,,,
Sykes,,mandible Breadth of M1 (at the neck),mandible BM1,,,,,,,,,,,,,,,
Sykes,,maxilla Breadth of M1 (at the neck),maxilla BM1,,,,,,,,,,,,,,,
Sykes,,maxilla Breadth of M2 (at the neck),maxilla BM2,,,,,,,,,,,,,,,
Sykes,,mandible Breadth of M2 (at the neck),mandible BM2,,,,,,,,,,,,,,,
Sykes,,mandible Breadth of M3 (at the neck),mandible BM3,,,,,,,,,,,,,,,
Sykes,,maxilla Breadth of M3 (at the neck),maxilla BM3,,,,,,,,,,,,,,,
Sykes,,metacarpal Greatest breadth of proximal end,metacarpal Bp,,,,,,,,,,,,,,,
Sykes,,metatarsal Greatest breadth of proximal end,metatarsal Bp,,,,,,,,,,,,,,,
Sykes,,phalanx 1 Greatest breadth of proximal end,phalanx 1 Bp,,,,,,,,,,,,,,,
Sykes,,radius Greatest breadth of proximal end,radius Bp,radius proximal breadth,FOVT:0001129,in FOVT,,,,,,,,,,,,
Sykes,,femur Greatest breadth of proximal end,femur Bp,femur proximal breadth,FOVT:0001024,in FOVT,,,,,,,,,,,,
Sykes,,humerus Greatest breadth of proximal end,humerus Bp,humerus proximal breadth,FOVT:0001035,in FOVT,,,,,,,,,,,,
Sykes,,tibia Greatest breadth of proximal end,tibia Bp,tibia proximal breadth,FOVT:0001006,in FOVT,,,,,,,,,,,,
Sykes,,phalanx 2 Greatest breadth of proximal end,phalanx 2 Bp,,,,,,,,,,,,,,,
Sykes,,astragalus Greatest breadth of proximal end,astragalus Bp,,,,,,,,,,,,,,,
Sykes,,metapodial Greatest breadth of proximal end,metapodial Bp,,,,,,,,,,,,,,,
Sykes,,axis Greatest breadth across the process articularis caudales,axis Bpacd,,,,,,,,,,,,,,,
Sykes,,metatarsal Greatest breadth across the process articularis caudales,metatarsal Bpacd,,,,Y,,,,,,,,,,,
Sykes,,ulna Greatest breadth across the coronoid process,ulna BPC,,,,,,,,,,,,,,,
Sykes,,humerus Breadth of trochlea,humerus BT,humerus trochlea breadth,FOVT:0001036,in FOVT,,,,,,,,,,,,
Sykes,,femur Breadth of trochlea,femur BT,femur trochlea breadth,FOVT:0001032,in FOVT,,,,,,,,,,,,
Sykes,,metatarsal Breadth of trochlea,metatarsal BT,,,,,,,,,,,,,,,
Sykes,,metacarpal Breadth of trochlea,metacarpal BT,,,,,,,,,,,,,,,
Sykes,,radius Breadth of trochlea,radius BT,,,,,,,,,,,,,,,
Sykes,,astragalus Breadth of trochlea,astragalus BT,astragalus trochlea breadth,FOVT:0001046,in FOVT,,,,,,,,,,,,
Sykes,,scapula Breadth of trochlea,scapula BT,,,,,,,,,,,,,,,
Sykes,,scapula NA,scapula cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,astragalus NA,astragalus cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,teeth NA,teeth cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,calcaneus NA,calcaneus cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,tibia NA,tibia cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,metapodial NA,metapodial cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,femur NA,femur cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,ulna NA,ulna cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,pelvis NA,pelvis cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,phalanx 1 NA,phalanx 1 cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,phalanx NA,phalanx cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,unspecified NA,unspecified cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,axis NA,axis cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,atlas NA,atlas cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,skull NA,skull cn_ratio,,,,Y,,,,,,,,,,,
Sykes,,carpal/tarsal Depth,carpal/tarsal D,,,,,,,,,,,,,,,
Sykes,,centrotarsal Depth,centrotarsal D,,,,,,,,,,,,,,,
Sykes,,tarsal Depth,tarsal D,,,,,,,,,,,,,,,
Sykes,,calcaneus Depth,calcaneus D,,,,,,,,,,,,,,,
Sykes,,patella Depth,patella D,,,,,,,,,,,,,,,
Sykes,,tibia NA,tibia D.d,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal D.d,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal D.d,,,,Y,,,,,,,,,,,
Sykes,,femur NA,femur D.d,,,,Y,,,,,,,,,,,
Sykes,,phalanx 1 NA,phalanx 1 D.d,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 D.d,,,,Y,,,,,,,,,,,
Sykes,,astragalus NA,astragalus D.d,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus D.d,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius D.d,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler D.d,,,,Y,,,,,,,,,,,
Sykes,,metapodial NA,metapodial D.d,,,,Y,,,,,,,,,,,
Sykes,,scapula NA,scapula d13c,,,,Y,,,,,,,,,,,
Sykes,,astragalus NA,astragalus d13c,,,,Y,,,,,,,,,,,
Sykes,,teeth NA,teeth d13c,,,,Y,,,,,,,,,,,
Sykes,,calcaneus NA,calcaneus d13c,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus d13c,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius d13c,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal d13c,,,,Y,,,,,,,,,,,
Sykes,,tibia NA,tibia d13c,,,,Y,,,,,,,,,,,
Sykes,,phalanx 1 NA,phalanx 1 d13c,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 d13c,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible d13c,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla d13c,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal d13c,,,,Y,,,,,,,,,,,
Sykes,,metapodial NA,metapodial d13c,,,,Y,,,,,,,,,,,
Sykes,,femur NA,femur d13c,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler d13c,,,,Y,,,,,,,,,,,
Sykes,,ulna NA,ulna d13c,,,,Y,,,,,,,,,,,
Sykes,,pelvis NA,pelvis d13c,,,,Y,,,,,,,,,,,
Sykes,,phalanx NA,phalanx d13c,,,,Y,,,,,,,,,,,
Sykes,,unspecified NA,unspecified d13c,,,,Y,,,,,,,,,,,
Sykes,,axis NA,axis d13c,,,,Y,,,,,,,,,,,
Sykes,,atlas NA,atlas d13c,,,,Y,,,,,,,,,,,
Sykes,,skull NA,skull d13c,,,,Y,,,,,,,,,,,
Sykes,,scapula NA,scapula d15n,,,,Y,,,,,,,,,,,
Sykes,,astragalus NA,astragalus d15n,,,,Y,,,,,,,,,,,
Sykes,,teeth NA,teeth d15n,,,,Y,,,,,,,,,,,
Sykes,,calcaneus NA,calcaneus d15n,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus d15n,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius d15n,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal d15n,,,,Y,,,,,,,,,,,
Sykes,,tibia NA,tibia d15n,,,,Y,,,,,,,,,,,
Sykes,,phalanx 1 NA,phalanx 1 d15n,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 d15n,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible d15n,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla d15n,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal d15n,,,,Y,,,,,,,,,,,
Sykes,,metapodial NA,metapodial d15n,,,,Y,,,,,,,,,,,
Sykes,,femur NA,femur d15n,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler d15n,,,,Y,,,,,,,,,,,
Sykes,,ulna NA,ulna d15n,,,,Y,,,,,,,,,,,
Sykes,,pelvis NA,pelvis d15n,,,,Y,,,,,,,,,,,
Sykes,,phalanx NA,phalanx d15n,,,,Y,,,,,,,,,,,
Sykes,,unspecified NA,unspecified d15n,,,,Y,,,,,,,,,,,
Sykes,,axis NA,axis d15n,,,,Y,,,,,,,,,,,
Sykes,,atlas NA,atlas d15n,,,,Y,,,,,,,,,,,
Sykes,,skull NA,skull d15n,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla d34s,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal d34s,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal d34s,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler d34s,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius d34s,,,,Y,,,,,,,,,,,
Sykes,,pelvis NA,pelvis d34s,,,,Y,,,,,,,,,,,
Sykes,,femur NA,femur d34s,,,,Y,,,,,,,,,,,
Sykes,,tibia NA,tibia d34s,,,,Y,,,,,,,,,,,
Sykes,,scapula NA,scapula d34s,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus d34s,,,,Y,,,,,,,,,,,
Sykes,,metapodial NA,metapodial d34s,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible d34s,,,,Y,,,,,,,,,,,
Sykes,,femur Greatest depth of caput femoris,femur DC,femur caput depth,FOVT:0001026,in FOVT,,,,,,,,,,,,
Sykes,,metacarpal Smallest depth of the diaphysis,metacarpal DD,,,,,,,,,,,,,,,
Sykes,,metapodial Smallest depth of the diaphysis,metapodial DD,,,,,,,,,,,,,,,
Sykes,,metatarsal Smallest depth of the diaphysis,metatarsal DD,,,,,,,,,,,,,,,
Sykes,,humerus Smallest depth of the diaphysis,humerus DD,humerus diaphysis depth,FOVT:0001040,in FOVT,,,,,,,,,,,,
Sykes,,tibia Smallest depth of the diaphysis,tibia DD,humerus diaphysis depth,FOVT:0001040,in FOVT,,,,,,,,,,,,
Sykes,,astragalus Smallest depth of the diaphysis,astragalus DD,tibia diaphysis depth,FOVT:0001009,in FOVT,,,,,,,,,,,,
Sykes,,phalanx 2 Smallest depth of the diaphysis,phalanx 2 DD,,,,,,,,,,,,,,,
Sykes,,phalanx 1 Smallest depth of the diaphysis,phalanx 1 DD,,,,,,,,,,,,,,,
Sykes,,antler Smallest depth of the diaphysis,antler DD,,,,,,,,,,,,,,,
Sykes,,metatarsal Depth of lateral condyle of metapodial,metatarsal Ddl,,,,,,,,,,,,,,,
Sykes,,metacarpal Depth of lateral condyle of metapodial,metacarpal Ddl,metacarpal bone of digit 3 distal depth of lateral condyle,metacarpal bone of digit 3 distal depth of lateral condyle,in FOVT,,,,,,,,,,,,
Sykes,,metacarpal Depth of medial condyle of metapodial,metacarpal Ddm,,,,,,,,,,,,,,,
Sykes,,metatarsal Depth of medial condyle of metapodial,metatarsal Ddm,,,,,,,,,,,,,,,
Sykes,,astragalus Depth of medial condyle of metapodial,astragalus Ddm,,,,Y,,,,,,,,,,,
Sykes,,astragalus Greatest depth lateral half of astragalus,astragalus Dl,astragalus medial depth,FOVT:0001043,in FOVT,,,,,,,,,,,,
Sykes,,calcaneus Greatest depth lateral half of astragalus,calcaneus Dl,,,,Y,,,,,,,,,,,
Sykes,,antler Greatest depth lateral half of astragalus,antler Dl,,,,Y,,,,,,,,,,,
Sykes,,phalanx 3 Greatest diagonal length of sole,phalanx 3 Dls,,,,,,,,,,,,,,,
Sykes,,astragalus Greatest depth medial,astragalus Dm,,,,,,,,,,,,,,,
Sykes,,phalanx 3 Greatest depth medial,phalanx 3 Dm,,,,,,,,,,,,,,,
Sykes,,antler Greatest depth medial,antler Dm,,,,,,,,,,,,,,,
Sykes,,phalanx 2 Greatest depth proximal end,phalanx 2 Dp,,,,,,,,,,,,,,,
Sykes,,metatarsal Greatest depth proximal end,metatarsal Dp,,,,,,,,,,,,,,,
Sykes,,phalanx 1 Greatest depth proximal end,phalanx 1 Dp,,,,,,,,,,,,,,,
Sykes,,metacarpal Greatest depth proximal end,metacarpal Dp,,,,,,,,,,,,,,,
Sykes,,humerus Greatest depth proximal end,humerus Dp,humerus proximal depth,FOVT:0001038,in FOVT,,,,,,,,,,,,
Sykes,,radius Greatest depth proximal end,radius Dp,,,,,,,,,,,,,,,
Sykes,,tibia Greatest depth proximal end,tibia Dp,,,,,,,,,,,,,,,
Sykes,,metapodial Greatest depth proximal end,metapodial Dp,,,,,,,,,,,,,,,
Sykes,,ulna Greatest depth proximal end,ulna Dp,,,,,,,,,,,,,,,
Sykes,,ulna Depth across the processus anconaeus,ulna DPA,,,,,,,,,,,,,,,
Sykes,,calcaneus Greatest breadth of calcaneum,calcaneus GB,breadth of calcaneal body,FOVT:0001078,in FOVT,,,,,,,,,,,,
Sykes,,atlas Greatest breadth of calcaneum,atlas GB,,,,Y,,,,,,,,,,,
Sykes,,centrotarsal Greatest breadth of calcaneum,centrotarsal GB,,,,Y,,,,,,,,,,,
Sykes,,patella Greatest breadth of calcaneum,patella GB,,,,Y,,,,,,,,,,,
Sykes,,carpal/tarsal Greatest breadth of calcaneum,carpal/tarsal GB,,,,Y,,,,,,,,,,,
Sykes,,scapula Greatest breadth of calcaneum,scapula GB,,,,Y,,,,,,,,,,,
Sykes,,astragalus Greatest breadth of calcaneum,astragalus GB,,,,Y,,,,,,,,,,,
Sykes,,phalanx 3 Greatest breadth of calcaneum,phalanx 3 GB,,,,Y,,,,,,,,,,,
Sykes,,tarsal Greatest breadth of calcaneum,tarsal GB,,,,Y,,,,,,,,,,,
Sykes,,pelvis Greatest breadth across the acetabula,pelvis GBA,,,,,,,,,,,,,,,
Sykes,,radius Greatest length,radius GL,radius length,OBA:VT0004355,in OBA,,,,,,,,,,,,
Sykes,,metacarpal Greatest length,metacarpal GL,,,,,,,,,,,,,,,
Sykes,,calcaneus Greatest length,calcaneus GL,calcaneus length,FOVT:0000022,in FOVT,,,,,,,,,,,,
Sykes,,pelvis Greatest length,pelvis GL,,,,,,,,,,,,,,,
Sykes,,tibia Greatest length,tibia GL,tibia length,OBA:VT0004357,in FOVT,,,,,,,,,,,,
Sykes,,phalanx 2 Greatest length,phalanx 2 GL,,,,,,,,,,,,,,,
Sykes,,ulna Greatest length,ulna GL,ulna length,OBA:VT0004370,in FOVT,,,,,,,,,,,,
Sykes,,metatarsal Greatest length,metatarsal GL,,,,,,,,,,,,,,,
Sykes,,humerus Greatest length,humerus GL,humerus length from trochlea to greater tubercle,FOVT:0000009,in FOVT,,,,,,,,,,,,
Sykes,,femur Greatest length,femur GL,femur length from greater trochanter to lateral condyle,FOVT:0000006,in FOVT,,,,,,,,,,,,
Sykes,,atlas Greatest length,atlas GL,,,,,,,,,,,,,,,
Sykes,,patella Greatest length,patella GL,,,,,,,,,,,,,,,
Sykes,,scapula Greatest length,scapula GL,,,,,,,,,,,,,,,
Sykes,,phalanx 1 Greatest length,phalanx 1 GL,,,,,,,,,,,,,,,
Sykes,,centrotarsal Greatest length,centrotarsal GL,,,,,,,,,,,,,,,
Sykes,,phalanx 3 Greatest length,phalanx 3 GL,,,,,,,,,,,,,,,
Sykes,,astragalus Greatest length,astragalus GL,astragalus length,FOVT:0000020,in FOVT,,,,,,,,,,,,
Sykes,,metapodial Greatest length,metapodial GL,,,,,,,,,,,,,,,
Sykes,,humerus Greatest length from caput femoris,humerus GLC,humerus length from trochlea and cput,FOVT:0000008,in FOVT,?,,,,,,,,,,,
Sykes,,femur Greatest length from caput femoris,femur GLC,femur length from caput to medial condyle,FOVT:0000007,in FOVT,,,,,,,,,,,,
Sykes,,scapula Greatest length from caput femoris,scapula GLC,,,,,,,,,,,,,,,
Sykes,,atlas Greatest length from facies articularis cranialis to facies articularis caudalis,atlas GLf,,,,,,,,,,,,,,,
Sykes,,astragalus Greatest lateral length,astragalus GLl,astragalus lateral length,FOVT:0000013,in FOVT,,,,,,,,,,,,
Sykes,,antler Greatest lateral length,antler GLl,,,,,,,,,,,,,,,
Sykes,,humerus Greatest lateral length,humerus GLl,humerus lateral length,FOVT:0001061,in FOVT,,,,,,,,,,,,
Sykes,,scapula Greatest lateral length,scapula GLl,,,,,,,,,,,,,,,
Sykes,,astragalus Greatest length of medial half of astragalus,astragalus GLm,astragalus medial length,FOVT:0000016,in FOVT,,,,,,,,,,,,
Sykes,,antler Greatest length of medial half of astragalus,antler GLm,,,,Y,,,,,,,,,,,
Sykes,,scapula Greatest length of glenoid process,scapula GLP,scapula lateral depth,FOVT:0001165,in FOVT,,,,,,,,,,,,
Sykes,,phalanx 1 Greatest length of peripheral half,phalanx 1 GLpe,,,,,,,,,,,,,,,
Sykes,,phalanx 2 Greatest length of peripheral half,phalanx 2 GLpe,,,,,,,,,,,,,,,
Sykes,,scapula Greatest length of peripheral half,scapula GLpe,,,,,,,,,,,,,,,
Sykes,,carpal/tarsal NA,carpal/tarsal hlower,,,,,,,,,,,,,,,
Sykes,,centrotarsal NA,centrotarsal hlower,,,,,,,,,,,,,,,
Sykes,,phalanx 3 Height from sole to extensor process,phalanx 3 HP,,,,,,,,,,,,,,,
Sykes,,scapula Height along the spine,scapula HS,,,,,,,,,,,,,,,
Sykes,,humerus Height of the distal trochlea,humerus HT,humerus medial trochlear height,FOVT:0001068,in FOVT,,,,,,,,,,,,
Sykes,,humerus Narrowest diameter of the distal trochlea,humerus HTC,,,,,,,,,,,,,,,
Sykes,,atlas NA,atlas Hupper,,,,Y,,,,,,,,,,,
Sykes,,axis NA,axis Hupper,,,,Y,,,,,,,,,,,
Sykes,,carpal/tarsal NA,carpal/tarsal Hupper,,,,Y,,,,,,,,,,,
Sykes,,centrotarsal NA,centrotarsal Hupper,,,,Y,,,,,,,,,,,
Sykes,,tarsal NA,tarsal Hupper,,,,Y,,,,,,,,,,,
Sykes,,pelvis Length of acetabulum including lip,pelvis LA,,,,,,,,,,,,,,,
Sykes,,metatarsal Length of acetabulum including lip,metatarsal LA,,,,,,,,,,,,,,,
Sykes,,atlas Length of dorsal arch,atlas LAd,,,,,,,,,,,,,,,
Sykes,,axis Greatest length of arch,axis LAPa,,,,,,,,,,,,,,,
Sykes,,pelvis Length of acetabulum on rim,pelvis LAR,,,,,,,,,,,,,,,
Sykes,,metatarsal Length of acetabulum on rim,metatarsal LAR,,,,,,,,,,,,,,,
Sykes,,atlas length of ventral arch,atlas LAv,,,,,,,,,,,,,,,
Sykes,,scapula length of ventral arch,scapula LAv,,,,,,,,,,,,,,,
Sykes,,axis Greatest length of body including dens,axis LCDe,,,,,,,,,,,,,,,
Sykes,,phalanx 3 Length of dorsal surface of third phalanx/Dorsal length of scapula.,phalanx 3 Ld,,,,,,,,,,,,,,,
Sykes,,scapula Length of dorsal surface of third phalanx/Dorsal length of scapula.,scapula Ld,,,,,,,,,,,,,,,
Sykes,,calcaneus Length of dorsal surface of third phalanx/Dorsal length of scapula.,calcaneus Ld,,,,Y,,,,,,,,,,,
Sykes,,pelvis Length of dorsal surface of third phalanx/Dorsal length of scapula.,pelvis Ld,,,,Y,,,,,,,,,,,
Sykes,,scapula Length of glenoid cavity,scapula LG,,,,,,,,,,,,,,,
Sykes,,radius Length of glenoid cavity,radius LG,,,,,,,,,,,,,,,
Sykes,,tibia Lateral length,tibia Ll,tibia lateral length,FOVT:0000025,in FOVT,,,,,,,,,,,,
Sykes,,radius Lateral length,radius Ll,radius lateral length,FOVT:0001124 in FOVT,in FOVT,,,,,,,,,,,,
Sykes,,pelvis Lateral length,pelvis Ll,,,,,,,,,,,,,,,
Sykes,,calcaneus Medial length,calcaneus Lm,,,,,,,,,,,,,,,
Sykes,,mandible Length of M1 (at the neck),mandible LM1,,,,,,,,,,,,,,,
Sykes,,maxilla Length of M1 (at the neck),maxilla LM1,,,,,,,,,,,,,,,
Sykes,,mandible Length of M2 (at the neck),mandible LM2,,,,,,,,,,,,,,,
Sykes,,maxilla Length of M2 (at the neck),maxilla LM2,,,,,,,,,,,,,,,
Sykes,,mandible Length of M3 (at the neck),mandible LM3,,,,,,,,,,,,,,,
Sykes,,maxilla Length of M3 (at the neck),maxilla LM3,,,,,,,,,,,,,,,
Sykes,,ulna Ulna,ulna Lo,,,,Y,,,,,,,,,,,
Sykes,,pelvis Length of symphysis,pelvis LS,,,,,,,,,,,,,,,
Sykes,,scapula Length of symphysis,scapula LS,,,,,,,,,,,,,,,
Sykes,,calcaneus Length of symphysis,calcaneus LS,,,,,,,,,,,,,,,
Sykes,,pelvis Length along the vertebrae,pelvis LV,,,,,,,,,,,,,,,
Sykes,,phalanx 3 Middle breadth of the sole,phalanx 3 MBS,,,,,,,,,,,,,,,
Sykes,,mandible NA,mandible o16_o18,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla o16_o18,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal o16_o18,,,,Y,,,,,,,,,,,
Sykes,,teeth NA,teeth o16_o18,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal o16_o18,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler o16_o18,,,,Y,,,,,,,,,,,
Sykes,,astragalus NA,astragalus o16_o18,,,,Y,,,,,,,,,,,
Sykes,,phalanx 1 NA,phalanx 1 o16_o18,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 o16_o18,,,,Y,,,,,,,,,,,
Sykes,,metapodial NA,metapodial percent_c,,,,Y,,,,,,,,,,,
Sykes,,scapula NA,scapula percent_c,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal percent_c,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal percent_c,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus percent_c,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius percent_c,,,,Y,,,,,,,,,,,
Sykes,,astragalus NA,astragalus percent_c,,,,Y,,,,,,,,,,,
Sykes,,phalanx 1 NA,phalanx 1 percent_c,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 percent_c,,,,Y,,,,,,,,,,,
Sykes,,pelvis NA,pelvis percent_c,,,,Y,,,,,,,,,,,
Sykes,,tibia NA,tibia percent_c,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler percent_c,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible percent_c,,,,Y,,,,,,,,,,,
Sykes,,pelvis Smallest breadth of the shaft of ilium,pelvis SB,,,,,,,,,,,,,,,
Sykes,,tibia Smallest breadth of diaphysis,tibia SD,tibia diaphysis breadth,FOVT:0001008,in FOVT,,,,,,,,,,,,
Sykes,,metacarpal Smallest breadth of diaphysis,metacarpal SD,,,,,,,,,,,,,,,
Sykes,,metatarsal Smallest breadth of diaphysis,metatarsal SD,,,,,,,,,,,,,,,
Sykes,,humerus Smallest breadth of diaphysis,humerus SD,humerus diaphysis breadth,FOVT:0001034,in FOVT,,,,,,,,,,,,
Sykes,,radius Smallest breadth of diaphysis,radius SD,radius diaphysis breadth,FOVT:0001125,in FOVT,,,,,,,,,,,,
Sykes,,femur Smallest breadth of diaphysis,femur SD,femur diaphysis breadth,FOVT:0001027,in FOVT,,,,,,,,,,,,
Sykes,,phalanx 1 Smallest breadth of diaphysis,phalanx 1 SD,,,,,,,,,,,,,,,
Sykes,,phalanx 2 Smallest breadth of diaphysis,phalanx 2 SD,,,,,,,,,,,,,,,
Sykes,,scapula Smallest breadth of diaphysis,scapula SD,,,,,,,,,,,,,,,
Sykes,,metapodial Smallest breadth of diaphysis,metapodial SD,,,,,,,,,,,,,,,
Sykes,,ulna Smallest breadth of diaphysis,ulna SD,,,,,,,,,,,,,,,
Sykes,,ulna Smallest depth of the oleocranon,ulna SDO,olecranon depth,FOVT:0001074,in FOVT,,,,,,,,,,,,
Sykes,,scapula Smallest length of neck of scapula,scapula SLC,,,,,,,,,,,,,,,
Sykes,,humerus Smallest length of neck of scapula,humerus SLC,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla sr87_sr86,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible sr87_sr86,,,,Y,,,,,,,,,,,
Sykes,,teeth NA,teeth sr87_sr86,,,,Y,,,,,,,,,,,
Sykes,,scapula NA,scapula used_weight,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus used_weight,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius used_weight,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal used_weight,,,,Y,,,,,,,,,,,
Sykes,,tibia NA,tibia used_weight,,,,Y,,,,,,,,,,,
Sykes,,calcaneus NA,calcaneus used_weight,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 used_weight,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla used_weight,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal used_weight,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler used_weight,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible used_weight,,,,Y,,,,,,,,,,,
Sykes,,ulna NA,ulna used_weight,,,,Y,,,,,,,,,,,
Sykes,,pelvis NA,pelvis used_weight,,,,Y,,,,,,,,,,,
Sykes,,femur NA,femur used_weight,,,,Y,,,,,,,,,,,
Sykes,,teeth NA,teeth used_weight,,,,Y,,,,,,,,,,,
Sykes,,astragalus NA,astragalus used_weight,,,,Y,,,,,,,,,,,
Sykes,,scapula NA,scapula yield_weight,,,,Y,,,,,,,,,,,
Sykes,,humerus NA,humerus yield_weight,,,,Y,,,,,,,,,,,
Sykes,,radius NA,radius yield_weight,,,,Y,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal yield_weight,,,,Y,,,,,,,,,,,
Sykes,,tibia NA,tibia yield_weight,,,,Y,,,,,,,,,,,
Sykes,,calcaneus NA,calcaneus yield_weight,,,,Y,,,,,,,,,,,
Sykes,,phalanx 2 NA,phalanx 2 yield_weight,,,,Y,,,,,,,,,,,
Sykes,,maxilla NA,maxilla yield_weight,,,,Y,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal yield_weight,,,,Y,,,,,,,,,,,
Sykes,,antler NA,antler yield_weight,,,,Y,,,,,,,,,,,
Sykes,,mandible NA,mandible yield_weight,,,,Y,,,,,,,,,,,
Sykes,,ulna NA,ulna yield_weight,,,,Y,,,,,,,,,,,
